dateTime,latitude,longitude,uaqi,uaqi_category,uaqi_dominant_pollutant,idn_menlhk,idn_menlhk_category,idn_menlhk_dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant,health_children
2024-11-25 11:06:06.650438,48.481149446190216,-100.03451306278193,211,Very Unhealthy,co,104,Unhealthy for Sensitive Groups,o3,81.76,170.43,150.93,102.2,17.15,51.3,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 06:43:06.650448,-61.22297262762266,122.32003232718677,133,Unhealthy for Sensitive Groups,no2,469,Hazardous,pm10,156.77,63.58,27.98,177.65,42.15,138.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 07:59:06.650457,-6.581346955703779,-167.77294582816143,151,Unhealthy,co,494,Hazardous,pm25,16.76,23.86,109.63,64.92,63.05,169.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 11:03:06.650473,-88.94873609577782,134.64685844976657,13,Good,o3,397,Hazardous,o3,175.32,124.45,1.1,189.47,84.83,104.38,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 03:58:06.650483,-57.01900853931096,-114.62072914915392,210,Very Unhealthy,o3,54,Moderate,o3,168.71,100.98,21.3,130.15,87.24,63.34,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 22:59:06.650494,69.12172947948451,170.0683000196771,492,Hazardous,pm10,417,Hazardous,no2,13.88,109.59,109.14,128.69,163.7,199.61,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 07:16:06.650504,46.60952835096376,135.4250866845403,195,Unhealthy,o3,371,Hazardous,co,106.62,74.1,115.82,184.19,118.24,178.29,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 05:36:06.650514,45.989821765156734,-102.22043926485593,40,Good,co,203,Very Unhealthy,pm10,113.34,5.57,88.19,10.57,172.94,60.95,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 23:16:06.650526,-28.376289189784885,23.907387941194884,439,Hazardous,o3,374,Hazardous,so2,81.7,58.05,75.84,150.31,167.9,52.92,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 11:35:06.650546,23.289115311583515,16.70216954025014,416,Hazardous,so2,320,Hazardous,no2,32.42,176.57,129.99,143.13,67.42,193.01,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 21:09:06.650558,71.69140121560233,88.76835593702373,294,Very Unhealthy,so2,414,Hazardous,no2,121.99,39.79,129.64,199.81,46.44,59.02,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 11:03:06.650568,-71.66782779237845,-126.8277467925011,187,Unhealthy,so2,121,Unhealthy for Sensitive Groups,so2,71.35,134.91,178.45,99.91,103.2,40.5,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 11:11:06.650579,61.47916064288319,-21.043653807990523,194,Unhealthy,co,367,Hazardous,no2,61.08,37.02,185.64,149.15,179.44,75.66,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 07:28:06.650595,69.03798047113983,137.74891827386824,330,Hazardous,co,500,Hazardous,no2,187.28,52.93,75.71,67.24,83.49,129.35,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 17:15:06.650609,-31.892666665302784,123.84899894327543,103,Unhealthy for Sensitive Groups,o3,305,Hazardous,no2,150.51,48.78,173.2,129.01,73.03,107.05,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 19:05:06.650620,-34.01489329824471,43.84184424200279,315,Hazardous,so2,342,Hazardous,no2,127.1,175.11,137.55,122.85,154.78,191.51,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 08:35:06.650632,70.86061645155098,10.904887377456845,308,Hazardous,o3,456,Hazardous,no2,164.78,114.04,177.6,9.6,129.77,176.54,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 02:52:06.650648,-74.6176056440608,2.7202702263221568,242,Very Unhealthy,pm25,399,Hazardous,so2,87.54,6.78,72.68,191.58,180.16,84.94,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 03:28:06.650658,47.05954138784665,-176.6186566578597,72,Moderate,pm10,462,Hazardous,o3,94.17,83.48,92.29,16.06,50.48,191.37,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-25 17:00:06.650669,-89.48900428078461,-85.26177058018439,197,Unhealthy,no2,8,Good,no2,59.69,88.68,42.61,186.22,65.09,93.71,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 22:52:06.650679,16.01409754409761,61.25794005084049,418,Hazardous,so2,447,Hazardous,co,141.29,73.5,185.94,55.42,42.31,101.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 13:46:06.650688,0.12462216632948753,128.09051477649365,253,Very Unhealthy,o3,102,Unhealthy for Sensitive Groups,co,19.98,97.35,101.53,82.96,170.82,144.41,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 22:23:06.650699,-8.82853905346596,-148.90847899342378,184,Unhealthy,no2,192,Unhealthy,pm25,135.15,20.3,66.18,48.43,139.08,197.76,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 10:33:06.650708,-17.746468540628086,127.05035785647351,372,Hazardous,no2,494,Hazardous,pm25,179.31,33.66,105.98,129.09,9.88,81.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 18:21:06.650718,-76.92186890751125,-82.1606488861674,311,Hazardous,so2,447,Hazardous,o3,50.35,29.52,39.1,17.67,131.46,24.63,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 06:03:06.650728,82.15381156680422,-84.63590670398816,247,Very Unhealthy,o3,241,Very Unhealthy,no2,140.79,156.71,48.53,162.57,3.11,195.13,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 01:11:06.650739,85.92588880521939,66.1890841452028,409,Hazardous,no2,215,Very Unhealthy,pm25,133.02,26.76,19.39,92.24,96.95,12.12,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 10:15:06.650749,58.35960997024762,-149.6185885759947,206,Very Unhealthy,o3,136,Unhealthy for Sensitive Groups,o3,165.69,54.31,130.13,40.37,36.6,177.49,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 01:49:06.650759,33.7854843817951,-77.80276428075543,428,Hazardous,co,96,Moderate,pm10,72.76,7.47,126.38,140.48,74.75,149.95,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 11:56:06.650769,-60.90790183405363,33.03058185583944,0,Good,co,35,Good,no2,121.88,73.72,50.95,99.85,85.5,96.55,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-27 07:46:06.650784,84.5704334290435,-54.78413035656334,243,Very Unhealthy,so2,208,Very Unhealthy,co,134.59,159.92,94.07,72.64,93.09,87.89,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 12:26:06.650795,-82.12372441014706,107.6745386109364,405,Hazardous,no2,443,Hazardous,so2,77.45,124.61,175.93,75.4,198.11,79.08,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 11:36:06.650810,-49.644483203570104,-127.14146727618474,483,Hazardous,pm25,28,Good,o3,3.74,125.43,53.79,151.13,160.52,92.73,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 17:27:06.650819,-46.856308390360574,-156.29161243787948,325,Hazardous,no2,296,Very Unhealthy,no2,68.43,48.28,143.14,180.13,79.47,45.6,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 11:43:06.650841,32.34002504890826,55.140240354683925,440,Hazardous,so2,94,Moderate,pm10,34.26,31.86,25.69,73.45,76.85,12.93,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 08:22:06.650857,56.60744733504731,147.23685316185276,487,Hazardous,co,413,Hazardous,pm10,29.79,35.89,145.7,115.31,131.41,157.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 06:55:06.650873,-70.4173227748375,127.4147800506874,409,Hazardous,so2,233,Very Unhealthy,pm25,100.75,108.02,137.71,170.3,174.04,126.21,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 19:19:06.650884,-76.39928857524572,135.05346860774887,263,Very Unhealthy,pm10,365,Hazardous,pm25,121.96,172.52,157.63,58.11,76.27,154.84,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 06:51:06.650894,30.921906250153995,60.03141374195906,49,Good,no2,146,Unhealthy for Sensitive Groups,o3,94.58,108.0,107.55,55.53,96.6,186.32,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 09:14:06.650904,86.50433847429636,-128.35969082800335,348,Hazardous,so2,41,Good,pm25,57.24,90.38,72.44,95.32,82.12,189.21,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 02:29:06.650914,38.278997676523545,-75.33340724001096,168,Unhealthy,pm25,205,Very Unhealthy,co,110.07,159.43,136.48,85.32,46.49,68.25,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 18:31:06.650997,-89.95446266599923,55.79608194198917,281,Very Unhealthy,pm25,216,Very Unhealthy,o3,67.1,40.79,124.75,181.03,181.2,145.12,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 17:26:06.651013,-11.401749585709553,-126.70774325600665,493,Hazardous,so2,246,Very Unhealthy,no2,58.85,197.27,140.39,95.47,131.02,191.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 14:29:06.651023,-17.890854191526728,74.66380092262384,399,Hazardous,no2,339,Hazardous,o3,183.35,150.56,122.53,75.18,15.5,133.13,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 14:06:06.651033,-10.468718631368318,-127.23191774783851,269,Very Unhealthy,so2,343,Hazardous,so2,88.75,44.33,76.25,146.48,9.55,157.65,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 07:32:06.651043,58.33017135297422,72.42191054669007,377,Hazardous,no2,384,Hazardous,co,183.23,129.14,162.22,188.42,110.22,175.58,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 08:40:06.651062,-39.86990573713685,-34.10525729240155,50,Good,o3,265,Very Unhealthy,pm10,102.98,4.35,160.48,191.14,13.73,146.7,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 22:09:06.651072,-27.88020909499977,-77.05920037378968,181,Unhealthy,no2,375,Hazardous,no2,160.33,120.31,159.43,154.29,125.98,170.39,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 19:33:06.651083,87.9813424663025,-168.29520412165263,377,Hazardous,o3,27,Good,co,53.82,124.5,81.13,40.31,130.93,45.33,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 08:15:06.651093,49.665071126821886,-139.31569614344335,157,Unhealthy,pm25,452,Hazardous,so2,187.64,4.56,31.05,12.54,1.37,127.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 18:44:06.651103,-2.261053265738525,-59.8145943021176,412,Hazardous,o3,249,Very Unhealthy,so2,43.29,157.01,28.59,35.06,179.0,172.3,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 23:16:06.651113,-55.87261683188199,98.02623145951759,11,Good,pm10,332,Hazardous,pm10,19.14,30.27,70.22,172.33,75.16,176.22,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-20 20:00:06.651130,-55.484928940005894,-168.33753998929404,325,Hazardous,co,351,Hazardous,pm25,17.06,62.64,32.17,86.83,48.36,31.07,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 03:24:06.651140,-69.366601006575,30.78677046152967,453,Hazardous,pm25,188,Unhealthy,o3,156.17,81.87,52.6,118.77,176.33,87.94,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 15:12:06.651150,40.27572980904256,-171.74028854660287,358,Hazardous,so2,195,Unhealthy,co,78.07,174.02,102.74,180.62,171.41,132.84,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 14:42:06.651160,22.4748718502057,27.670696171881445,180,Unhealthy,pm10,286,Very Unhealthy,pm10,175.24,96.59,110.79,195.66,192.77,33.79,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 06:04:06.651170,-26.16889787323663,-58.17396295205742,321,Hazardous,co,321,Hazardous,o3,2.25,150.55,93.14,14.91,32.3,38.14,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 02:32:06.651180,-54.70512985828596,117.02541464582379,385,Hazardous,pm10,15,Good,so2,154.31,86.09,61.49,4.64,160.07,26.0,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 05:29:06.651191,70.08161495049734,156.12541725311291,308,Hazardous,co,209,Very Unhealthy,pm25,145.65,65.03,33.44,48.16,165.74,189.65,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 05:38:06.651205,24.7247581543089,34.65537341587523,239,Very Unhealthy,pm25,476,Hazardous,co,54.48,32.48,80.2,199.1,180.62,143.26,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 17:01:06.651215,39.66168877098269,163.42522049668298,49,Good,so2,11,Good,co,23.85,149.12,107.69,179.67,108.78,65.64,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-24 02:42:06.651225,9.347907201717106,41.09171912375646,355,Hazardous,pm25,355,Hazardous,pm25,99.1,121.62,33.26,137.5,94.32,80.6,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 16:30:06.651242,-67.57240650997517,132.65813903421105,241,Very Unhealthy,o3,223,Very Unhealthy,no2,95.58,158.05,148.83,156.26,86.13,143.07,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 04:27:06.651254,-69.1986597817637,-65.98057153896436,306,Hazardous,pm10,39,Good,co,72.83,77.87,62.65,75.44,49.29,93.0,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 09:54:06.651264,-79.20975962126082,144.1480644855601,481,Hazardous,pm25,269,Very Unhealthy,no2,167.62,170.19,56.14,183.2,51.53,196.49,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 23:14:06.651274,-65.20720183429707,173.08677568781667,24,Good,so2,307,Hazardous,pm25,25.87,47.55,78.75,26.32,110.73,1.98,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-25 03:36:06.651284,78.22216139734601,47.45956356626297,332,Hazardous,o3,52,Moderate,pm10,162.48,103.47,45.57,164.39,4.32,86.17,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 21:43:06.651294,46.78034569340301,173.28687174923596,442,Hazardous,pm25,30,Good,co,174.49,66.17,107.84,44.49,12.6,27.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 21:56:06.651305,65.70506828308453,-123.97022119261415,29,Good,co,1,Good,so2,121.3,58.28,75.68,177.83,70.87,134.0,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-25 02:30:06.651315,-53.293420111117065,-162.024378778428,444,Hazardous,pm10,271,Very Unhealthy,no2,83.72,187.14,125.97,144.79,79.92,161.51,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 03:14:06.651326,19.693295102385946,-104.28388812195155,485,Hazardous,so2,258,Very Unhealthy,no2,79.46,45.74,127.78,93.15,95.87,124.8,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 00:34:06.651337,-75.63584815572077,-28.43136215630662,217,Very Unhealthy,so2,258,Very Unhealthy,so2,46.71,157.71,52.15,76.3,165.81,44.65,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 08:56:06.651353,57.8780718253567,128.18369698171347,123,Unhealthy for Sensitive Groups,so2,233,Very Unhealthy,so2,106.24,53.94,159.21,9.57,3.23,28.15,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 18:57:06.651380,-20.897705747890853,-151.73304651917906,131,Unhealthy for Sensitive Groups,o3,431,Hazardous,no2,190.55,75.78,174.28,139.95,162.31,43.23,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 03:37:06.651397,38.63101535700591,48.19645232883218,232,Very Unhealthy,pm25,411,Hazardous,o3,166.82,112.53,10.31,109.38,43.65,106.37,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 01:28:06.651407,6.315932115800095,-16.58521877667991,14,Good,o3,86,Moderate,no2,65.87,4.26,199.59,75.71,188.09,70.86,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 13:12:06.651417,-18.698330417656692,-44.792085116975386,92,Moderate,co,320,Hazardous,so2,137.0,100.91,108.18,157.54,131.28,137.76,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
